,pgl_basic,game,date,age,team,opp,gameResult,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
0,486,1,1999-02-05,28-119,BOS,TOR,-11,1,32:00,3,11,.273,0,2,.000,2,2,1.000,0,4,4,7,1,0,1,0,8,7.6,
1,487,2,1999-02-06,28-120,BOS,CLE,4,1,26:00,4,11,.364,0,0,,2,4,.500,1,3,4,3,1,0,2,2,10,5.0,
2,488,3,1999-02-08,28-122,BOS,ORL,-17,1,29:00,5,13,.385,0,1,.000,2,4,.500,1,4,5,9,1,0,6,4,12,5.7,
3,489,4,1999-02-09,28-123,BOS,MIA,7,1,31:00,4,14,.286,0,4,.000,14,14,1.000,1,2,3,7,4,0,3,3,22,19.8,
4,490,5,1999-02-16,28-130,BOS,SAC,-3,1,27:00,5,12,.417,0,1,.000,2,3,.667,1,0,1,8,1,0,1,1,12,11.1,
5,491,6,1999-02-17,28-131,BOS,VAN,2,1,44:00,7,16,.438,0,1,.000,6,8,.750,1,2,3,13,1,0,1,3,20,20.0,
6,492,7,1999-02-19,28-133,BOS,POR,-20,1,30:00,4,14,.286,0,0,,1,4,.250,2,2,4,7,1,0,0,0,9,7.5,
7,493,8,1999-02-21,28-135,BOS,WAS,-11,0,24:00,2,6,.333,0,0,,2,4,.500,0,3,3,3,1,0,1,3,6,3.6,
8,494,9,1999-02-24,28-138,BOS,ORL,32,1,27:00,4,10,.400,0,1,.000,1,1,1.000,1,4,5,8,3,0,3,2,9,10.3,
9,495,10,1999-02-26,28-140,BOS,NYK,14,1,33:00,7,13,.538,2,2,1.000,0,0,,0,4,4,5,1,0,5,2,16,9.6,
10,496,11,1999-02-27,28-141,BOS,NJN,9,1,24:00,4,9,.444,0,1,.000,4,4,1.000,1,3,4,5,0,1,2,5,12,9.1,
11,497,12,1999-03-01,28-143,BOS,NJN,-2,1,36:00,7,15,.467,0,0,,2,3,.667,0,6,6,5,0,0,2,1,16,10.8,
12,498,13,1999-03-02,28-144,BOS,CLE,-17,1,29:00,4,10,.400,0,0,,6,6,1.000,2,4,6,5,0,0,1,2,14,12.9,
13,499,14,1999-03-05,28-147,BOS,DEN,8,1,31:00,3,10,.300,0,1,.000,2,2,1.000,0,1,1,12,1,0,1,4,8,9.3,
14,500,15,1999-03-07,28-149,BOS,TOR,-13,1,32:00,5,11,.455,0,0,,0,0,,0,1,1,6,0,0,1,2,10,7.0,
15,501,16,1999-03-09,28-151,BOS,CHH,-18,1,31:00,4,14,.286,0,0,,1,1,1.000,1,1,2,6,2,0,3,3,9,3.8,
16,502,17,1999-03-11,28-153,BOS,ATL,-14,1,31:00,5,14,.357,0,0,,0,0,,1,0,1,5,0,0,1,1,10,5.0,
17,503,18,1999-03-12,28-154,BOS,DET,-10,1,29:00,4,11,.364,0,0,,1,1,1.000,1,1,2,5,2,0,0,5,9,7.4,
18,504,19,1999-03-14,28-156,BOS,IND,-3,1,35:00,6,10,.600,0,1,.000,0,0,,0,2,2,4,1,0,2,0,12,9.8,
19,505,20,1999-03-17,28-159,BOS,LAC,34,1,29:00,10,12,.833,0,0,,1,1,1.000,2,3,5,3,0,0,4,2,21,16.2,
20,506,21,1999-03-18,28-160,BOS,MIL,-16,1,24:00,5,6,.833,0,0,,4,4,1.000,1,0,1,4,1,0,3,2,14,12.5,
21,507,22,1999-03-20,28-162,BOS,NYK,-18,1,23:00,3,6,.500,0,0,,0,0,,0,0,0,4,0,0,3,4,6,1.2,
22,508,23,1999-03-21,28-163,BOS,CHI,-3,1,28:00,6,9,.667,0,1,.000,7,10,.700,0,3,3,7,1,0,2,6,19,16.3,
23,509,24,1999-03-23,28-165,BOS,CLE,-27,1,26:00,1,4,.250,0,0,,4,4,1.000,0,1,1,4,1,0,1,1,6,6.3,
24,510,25,1999-03-24,28-166,BOS,MIN,-19,1,28:00,6,11,.545,0,0,,4,4,1.000,1,5,6,3,0,0,1,1,16,13.6,
25,511,26,1999-03-26,28-168,BOS,PHI,6,1,26:00,3,6,.500,0,0,,2,2,1.000,0,1,1,2,1,0,3,1,8,4.3,
26,512,27,1999-03-28,28-170,BOS,IND,-8,1,34:00,5,9,.556,0,1,.000,0,0,,0,2,2,5,2,0,1,3,10,9.6,
27,513,28,1999-03-30,28-172,BOS,CHH,10,1,34:00,9,13,.692,1,2,.500,3,4,.750,0,4,4,7,1,1,0,0,22,23.9,
28,514,29,1999-03-31,28-173,BOS,DET,-15,1,35:00,3,7,.429,0,0,,3,3,1.000,1,3,4,7,0,0,3,4,9,7.2,
29,515,30,1999-04-02,28-175,BOS,MIL,-1,1,36:00,3,11,.273,0,1,.000,1,1,1.000,1,3,4,11,0,0,4,3,7,4.6,
30,516,31,1999-04-04,28-177,BOS,NJN,-12,1,31:00,5,10,.500,0,0,,3,3,1.000,2,2,4,3,0,0,3,2,13,8.3,
31,517,32,1999-04-07,28-180,BOS,WAS,21,1,27:00,7,12,.583,0,0,,0,0,,0,3,3,2,2,0,3,3,14,8.5,
32,518,33,1999-04-08,28-181,BOS,TOR,12,1,37:00,8,14,.571,3,4,.750,4,4,1.000,1,1,2,7,2,0,2,3,23,21.1,
33,519,34,1999-04-09,28-182,BOS,PHI,-16,1,11:00,0,3,.000,0,0,,0,0,,1,1,2,1,1,0,2,0,0,-1.4,
